name,birth_date,birth_place,death_date,death_place,nationality,occupation,years_active,known_for,awards,alma_mater,education,employer,notable_works,field,spouse,children,parents,religion,genre
Golda Meir,{{birth date|1898|5|3|df=yes}},"[[Kiev]]<!--Do NOT change spelling, see [[WP:MPN]].-->, Russian Empire",{{death date and age|1978|12|8|1898|5|3|df=yes}},[[West Jerusalem]],,,,,,[[Milwaukee State Normal School]],,,,,"{{marriage|Morris Meyerson|December 24, 1917|May 25, 1951|end=d}}",2,,,
Menachem Begin,{{Birth date|df=yes|1913|8|16}},"[[Brest-Litovsk]], Russian Empire",{{Death date and age|df=yes|1992|3|9|1913|8|16}},"[[Tel Aviv]], Israel",,,,,,[[University of Warsaw]],,,,,{{Marriage|[[Aliza Begin|Aliza Arnold]]|1939|1982|end=died}},"3, including [[Benny Begin|Ze'ev Binyamin]]",,,
Shimon Peres,{{birth date|1923|8|2|df=yes}},"[[Vishnyeva|Wiszniew]], Poland",{{death date and age|2016|9|28|1923|8|2|df=yes}},"<!-- [[Sheba Medical Center]], [[Tel HaShomer]], -->[[Ramat Gan]], Israel",Israeli,,,,[[Nobel Peace Prize]] (1994),,{{ubl|[[The New School]]|[[New York University]]|[[Harvard University]]}},,,,{{marriage|[[Sonia Peres|Sonya Gelman]]|May 1945|20 January 2011|end=d}},{{hlist|[[Tsvia Walden|Tsvia]]|Yoni|[[Chemi Peres|Chemi]]}},,,
Mahmoud Abbas,{{birth date and age|1935|11|15|df=y}},"[[Safed]], then part of [[Mandatory Palestine]]",,,,,,,,{{ubl|[[Damascus University]]|[[Peoples' Friendship University of Russia|Patrice Lumumba Peoples' Friendship University]]}} }},,,,,[[Amina Abbas]],"3, including [[Yasser Abbas|Yasser]]",,,
Hassan Nasrallah,{{birth date|df=y|1960|08|31}},"[[Bourj Hammoud]], Lebanon",{{death date and age|df=y|2024|09|27|1960|08|31}},"[[Haret Hreik]], Lebanon",,{{hlist|[[Shia clergy]] | politician}},,,,,,,,,{{marriage|Fatima Mustafa Yassine|1978}},5,,,
Bashar al-Assad,{{birth date and age|df=yes|1965|9|11}},"Damascus, Syria",,,,,,,,,[[Damascus University]] ([[Medical degree|MD]]) }},,,,{{marriage|[[Asma al-Assad|Asma Akhras]]|2000}},"3, including [[Hafez Bashar al-Assad|Hafez]]",,,
Recep Tayyip Erdoğan,{{Birth date and age|1954|02|26|df=yes}},"Istanbul, Turkey",,,,,,,[[List of awards and honours received by Recep Tayyip Erdoğan|Full list]],"[[Marmara University]]{{efn|Various claims are made about his degree.<ref name=""bbcerdogan"" /> See [[Recep Tayyip Erdoğan university diploma controversy]].}}",,,,,{{marriage|[[Emine Gülbaran]]|4 July 1978}},{{hlist|[[Ahmet Burak Erdoğan|Ahmet]]|[[Bilal Erdoğan|Bilal]]|[[Esra Erdoğan|Esra]]|[[Sümeyye Erdoğan|Sümeyye]]}},,,
Abdel Fattah el-Sisi,{{birth date and age|df=yes|1954|11|19}},"El Gamaleya, [[Cairo]], Egypt",,,,,,,,[[Egyptian Military Academy]],,,,,{{marriage|[[Entissar Amer]]|1977}},"4, including [[Mahmoud el-Sisi|Mahmoud]]",,,
Mohammed bin Salman Al Saud<br/>{{nobold|{{lang|ar|محمد بن سلمان آل سعود}}}},,,,,,,,,,,,,,,,,,,
Sheikh Hasina,{{birth date and age|1947|9|28|df=y}},"[[Tungipara Upazila|Tungipara]], [[East Bengal]], Dominion of Pakistan",,,,,,,[[Sheikh Hasina#Honours and awards|Full list]],{{ubl|[[Eden Mohila College]]|[[University of Dhaka]]}},,,,,{{marriage|[[M. A. Wazed Miah]]|1968|2009|end=died}},{{Hlist|[[Sajeeb Wazed|Sajeeb]]|[[Saima Wazed|Saima]]}},,,
Imran Khan,{{birth date and age|df=y|1952|10|5}},"[[Lahore]], [[West Punjab]], [[Dominion of Pakistan|Pakistan]]",,,,,,,,,,,,,,,,,
Aung San Suu Kyi,,,,,,,,,,,,,,,,,,,
Dame Jacinda Ardern,,,,,,,,,,,,,,,,,,,
Sanna Marin,,,,,,,,,,,,,,,,,,,
Sviatlana Tsikhanouskaya,{{birth date and age|1982|9|11|df=y}},"[[Mikashevichy]], Brest Oblast, Soviet Union (now Belarus)<!-- DO NOT LINK, see [[MOS:GEOLINK]] for further guidance -->",,,,,,,,,[[Mozyr State Pedagogical University]],,,,{{marriage|[[Sergei Tikhanovsky]]|2004}},Ahniya and Karney,,,
Justin Trudeau,,,,,,,,,,,,,,,,,,,
Emmanuel Macron,,,,,,,,,,,,,,,,,,,
Boris Johnson,,,,,,,,,,,,,,,,,,,
The Baroness May of Maidenhead,{{birth date and age|1956|10|1|df=yes}},"[[Eastbourne]], Sussex, England",,,,,,,,"[[St Hugh's College, Oxford]]",[[Wheatley Park School]],,,,{{marriage|[[Philip May]]|6 September 1980}},,,,
Nicola Sturgeon,,,,,,,,,,,,,,,,,,,
Alex Salmond,,,,,,,,,,,,,,,,,,,
The Lord Cameron of Chipping&nbsp;Norton,{{birth date and age|1966|10|9|df=yes}},"[[Marylebone]], London, England",,,,,,,,,"{{ubl|[[Eton College]]|[[Brasenose College, Oxford]] ([[Master of Arts (Oxford, Cambridge, and Dublin)|MA]])}}",,,,{{marriage|[[Samantha Sheffield]]|1 June 1996}},4,,,
Gordon Brown,,,,,,,,,,,,,,,,,,,
Sir Tony Blair,{{birth date and age|1953|5|6|df=y}},"[[Lauriston]], [[Edinburgh]], Scotland",,,,,,,,,{{plainlist| * [[Chorister School]] * [[Fettes College]] }},,,,{{marriage|[[Cherie Booth]]|29 March 1980}},"4, including [[Euan Blair|Euan]] and [[Nicky Blair (football agent)|Nicky]]",,,
The Baroness Thatcher,,,,,,,,,,,,,,,,,,,
Sir John Major,,,,,,,,,,,,,,,,,,,
The Lord Wilson of Rievaulx,{{birth date|1916|03|11|df=y}},"[[Cowlersley]], [[Huddersfield]], West Riding of Yorkshire, England",{{death date and age|1995|05|23|1916|03|11|df=y}}{{efn|name = Death}},"London, England",,{{hlist|Politician|author|lecturer}},,,,"[[Jesus College, Oxford]]",,,,,"{{marriage|[[Mary Wilson, Lady Wilson of Rievaulx|Mary Baldwin]]|1 January 1940}}","2, including [[Robin Wilson (mathematician)|Robin]]",,,
Sir Winston Churchill,,,,,,,,,,,,,,,,,,,
The Earl Attlee,,,,,,,,,,,,,,,,,,,
Neville Chamberlain,,,,,,,,,,,,,,,,,,,
The Earl Baldwin of Bewdley,,,,,,,,,,,,,,,,,,,
Bonar Law,,,,,,,,,,,,,,,,,,,
The Lord Callaghan of Cardiff,,,,,,,,,,,,,,,,,,,
Sir Edward Heath,{{Birth date|df=yes|1916|7|9}},"[[Broadstairs]], Kent, England",{{Death date and age|2005|7|17|1916|7|9|df=yes}},"[[Salisbury]], Wiltshire, England",,{{Hlist|[[Civil Service (United Kingdom)|Civil servant]]|musician|politician|yachtsman}},,,{{ubl|[[Order of the Garter]]|[[<!-- Member of the --> Order of the British Empire]]|[[Mentioned in dispatches]]}} }},"[[Balliol College, Oxford]]",,,,,,,,,
The Earl of Stockton,{{birth date|1894|2|10|df=y}},"London, England",{{death date and age|1986|12|29|1894|2|10|df=y}},"[[Horsted Keynes]], West Sussex, England",,{{hlist|[[Macmillan Publishers|Publisher]]|politician}},,,{{ubl,"[[Balliol College, Oxford]]",,,,,{{marriage|[[Lady Dorothy Macmillan|Lady Dorothy Cavendish]]|21 April 1920|21 May 1966|reason=died}},"4, including [[Maurice Macmillan|Maurice]] and [[Lady Caroline Faber|Caroline]]",,,
The Lord Home of the Hirsel,{{Birth date|1903|7|2|df=y}},"[[Mayfair]], London, England",{{Death date and age|1995|10|9|1903|7|2|df=y}},"[[Coldstream]], Berwickshire, Scotland",,,,,,,"{{Ubl|[[Eton College]]|[[Christ Church, Oxford]]}}",,,,{{Marriage|[[Elizabeth Alington]]|3 October 1936|3 September 1990|reason=d}},"4, including [[David Douglas-Home, 15th Earl of Home|David]]",,,
The Earl of Avon,{{birth date|1897|6|12|df=y}},"[[Rushyford]], County Durham, England",{{death date and age|1977|1|14|1897|6|12|df=y}},"[[Alvediston]], [[Wiltshire]], England",,,,,,"[[Christ Church, Oxford]]",[[Eton College]],,,,{{plainlist| * {{marriage|[[Beatrice Beckett]]|1923|1950|reason=divorced}} * {{marriage|[[Clarissa Spencer-Churchill]]|14 August 1952}}}},"3, including [[Nicholas Eden, 2nd Earl of Avon|Nicholas]] (by Beckett)",,,
Neville Chamberlain,,,,,,,,,,,,,,,,,,,
The Earl of Beaconsfield,{{birth date|1804|12|21|df=y}},"[[Bloomsbury]], Middlesex<!-- Not in London at the time -->, England",{{death date and age|1881|4|19|1804|12|21|df=y}},"[[Mayfair]], London, England",,,,,,,,,,,,,{{plainlist| * [[Isaac D'Israeli]] * Maria Basevi }},,
"<!-- NOT ""The Earl Lloyd-George of Dwyfor"" -->",{{birth date|1863|1|17|df=yes}},"[[Chorlton-on-Medlock]], England",{{death date and age|1945|3|26|1863|1|17|df=y}},"[[Llanystumdwy]], Wales",,,,,,,,,,,,,,,
The Earl of Oxford and Asquith,,,,,,,,,,,,,,,,,,,
Sir Winston Churchill,,,,,,,,,,,,,,,,,,,
The Earl Attlee,,,,,,,,,,,,,,,,,,,
The Lord Wilson of Rievaulx,{{birth date|1916|03|11|df=y}},"[[Cowlersley]], [[Huddersfield]], West Riding of Yorkshire, England",{{death date and age|1995|05|23|1916|03|11|df=y}}{{efn|name = Death}},"London, England",,{{hlist|Politician|author|lecturer}},,,,"[[Jesus College, Oxford]]",,,,,"{{marriage|[[Mary Wilson, Lady Wilson of Rievaulx|Mary Baldwin]]|1 January 1940}}","2, including [[Robin Wilson (mathematician)|Robin]]",,,
Sir Edward Heath,{{Birth date|df=yes|1916|7|9}},"[[Broadstairs]], Kent, England",{{Death date and age|2005|7|17|1916|7|9|df=yes}},"[[Salisbury]], Wiltshire, England",,{{Hlist|[[Civil Service (United Kingdom)|Civil servant]]|musician|politician|yachtsman}},,,{{ubl|[[Order of the Garter]]|[[<!-- Member of the --> Order of the British Empire]]|[[Mentioned in dispatches]]}} }},"[[Balliol College, Oxford]]",,,,,,,,,
The Lord Callaghan of Cardiff,,,,,,,,,,,,,,,,,,,
The Baroness Thatcher,,,,,,,,,,,,,,,,,,,
Sir John Major,,,,,,,,,,,,,,,,,,,
Sir Tony Blair,{{birth date and age|1953|5|6|df=y}},"[[Lauriston]], [[Edinburgh]], Scotland",,,,,,,,,{{plainlist| * [[Chorister School]] * [[Fettes College]] }},,,,{{marriage|[[Cherie Booth]]|29 March 1980}},"4, including [[Euan Blair|Euan]] and [[Nicky Blair (football agent)|Nicky]]",,,
Gordon Brown,,,,,,,,,,,,,,,,,,,
Leonardo da Vinci,{{birth date|df=yes|1452|04|15}},"possibly [[Anchiano]],{{efn|name=Birthplace}} [[Vinci, Tuscany|Vinci]], {{awrap|[[Republic of Florence]]}}",{{death date and age|df=yes|1519|5|2|1452|4|15}},"[[Clos Lucé]], [[Amboise]], {{awrap|[[Kingdom of France]]}}",,,{{circa|1470–1519}},{{hlist|Painting|drawing|engineering|anatomical studies|hydrology|botany|optics|geology}},,,Studio of [[Andrea del Verrocchio]],,{{plainlist| * ''[[Virgin of the Rocks]]'' ({{circa|1483–1493}}) * ''[[Lady with an Ermine]]'' ({{circa|1489–1491|lk=no}}) * ''[[Vitruvian Man|The Vitruvian Man]]'' ({{circa|1490|lk=no}}) * ''[[The Last Supper (Leonardo)|The Last Supper]]'' ({{circa|1495–1498|lk=no}}) * ''[[Mona Lisa]]'' ({{circa|1503–1516|lk=no}})}},,,,,,
Michelangelo,6 March 1475,"[[Caprese Michelangelo|Caprese]]<!-- near [[Arezzo]]-->, [[Republic of Florence]]",{{death date and age|df=yes|1564|2|18|1475|3|6}},"[[Rome]], [[Papal States]]",,,,,,,,,,{{hlist,,,,,
Raphael,"March 28 or April 6, 1483","[[Urbino]], [[Duchy of Urbino]]","April 6, 1520 (aged 37)","[[Rome]], [[Papal States]]",,,,,,,,,,{{flatlist| *[[Painting]] *[[architecture]] }},,,,,
Donatello,{{c.|1386}},[[Republic of Florence]],{{death date and age|df=y|1466|12|13|1386}},Republic of Florence,[[Republic of Florence|Florentine]],,,,,,,,,Sculpture,,,,,
Sandro Botticelli,"{{circa|1445}}<ref name=""Ettl"">Ettlingers, 7. Other sources give 1446, 1447 or 1444–45.</ref><!-- Please do not change this because there is no reliable source for his date of birth. If you believe you have confirmable date, please present it at the article talk page first. -->","[[Florence]], [[Republic of Florence]] {{small|(now Italy)}}","{{death date and age|1510|5|17|1445|||mf=y}}<ref>{{cite web | title=Sandro Botticelli – Biography and Legacy |url=https://www.theartstory.org/artist/botticelli-sandro/life-and-legacy/ | website=theartstory.org}}.</ref><ref>{{cite web |title=Botticelli in the Florence of Lorenzo the Magnificent | first1=Bruce |last1=Edelstein |publisher=[[Sotheby's]] |date=Dec 21, 2020 | url=https://www.sothebys.com/en/articles/botticelli-in-the-florence-of-lorenzo-the-magnificent}}.</ref>","Florence, Republic of Florence",Italian,,,,,,,,,Painting,,,,,
Caravaggio,29 September 1571,"[[Milan]], [[Duchy of Milan]]<ref name=carm>{{cite news|last1=Carminati|first1=Marco|title=Caravaggio da Milano|url=http://www.ilsole24ore.com/art/SoleOnLine4/Tempo%20libero%20e%20Cultura/2007/06/carminati-caravaggio.shtml?uuid=4d415878-19a4-11dc-ac19-00000e251029|access-date=28 July 2016|date=25 February 2007|language=it}}</ref>",{{death date and age|1610|07|18|1571|09|29|df=y}},"[[Porto Ercole]],<br/>[[State of the Presidi]]",,,,,,,,,,[[Painting]],,,,,
Titian,{{circa|1488/90}},"[[Pieve di Cadore]], [[Republic of Venice]]",{{death date and age|1576|8|27|1488|df=y}},"[[Venice]], Republic of Venice",[[Italians|Italian]],[[Artist]],,,,,,,,,,,,,
Peter Paul Rubens,28 June 1577,"[[Siegen]], [[County of Nassau|Nassau-Dillenburg]], [[Holy Roman Empire]]",{{death date and age|df=yes|1640|5|30|1577|6|28}},"[[Antwerp]], [[Spanish Netherlands]]",[[Flemish people|Flemish]],,,,,,,,,"[[Painting]], [[drawing]], tapestry design, print design",{{plainlist| * {{Marriage|[[Isabella Brant]]|1609|1626|end=died}} * {{Marriage|[[Helena Fourment]]|1630<!--Don't add his death per template instructions-->}} }},,,,
Rembrandt,"{{Birth date|df=y|1606|7|15}}<ref name=""BY"">Or possibly 1607 as on 10 June 1634 he himself claimed to be 26 years old. See [http://www.codart.nl/news/82/ Is the Rembrandt Year being celebrated one year too soon? One year too late?] {{Webarchive|url=https://web.archive.org/web/20101121211856/http://codart.nl/news/82/ |date=21 November 2010 }} and {{in lang|nl}} J. de Jong, [http://www.nd.nl/artikelen/2006/februari/03/rembrandts-geboortejaar-een-jaar-te-vroeg-gevierd Rembrandts geboortejaar een jaar te vroeg gevierd] {{Webarchive|url=https://web.archive.org/web/20100718111837/http://www.nd.nl/artikelen/2006/februari/03/rembrandts-geboortejaar-een-jaar-te-vroeg-gevierd |date=18 July 2010 }} for sources concerning Rembrandt's birth year, especially supporting 1607. However, most sources continue to use 1606.</ref>","[[Leiden]], Dutch Republic",{{Death date and age|1669|10|4|1606|7|15|df=y}},"[[Amsterdam]], Dutch Republic",,,,,,,,,,"[[Painting]], [[printmaking]], [[drawing]]",{{marriage|[[Saskia van Uylenburgh]]|1634|1642|end=died}},"2, including [[Titus van Rijn|Titus]]",,,
Johannes Vermeer,[[Baptism|baptised]] 31 October 1632,"[[Delft]], [[County of Holland]], [[Dutch Republic]]",{{Death date and age|1675|12|15|1632|10|31|df=yes}},"Delft, County of Holland, Dutch Republic",,,,,,,,,,Painting,[[Catharina Bolnes]],,,,
Claude Monet,{{birth date|df=yes|1840|11|14}},"Paris, France",{{death date and age|df=yes|1926|12|5|1840|11|14}},"[[Giverny]], France",<!-- use only when necessary per [[WP:INFONAT]] -->,,1865–1926,,,,{{cslist|[[Académie Suisse]]|{{Lang|fr|[[Beaux-Arts de Paris]]|italic=no}}}},,,Painting,{{ubl|{{marriage|[[Camille Doncieux]]|1870|1879|reason=died}}|{{marriage|[[Alice Hoschedé]]|1892|1911|reason=died}}}},{{cslist|[[Jean Monet (son of Claude Monet)|Jean]]|[[Michel Monet|Michel]]}},,,
Edgar Degas,{{birth date|df=yes|1834|7|19}},"[[Paris]], France",{{death date and age|df=yes|1917|9|27|1834|7|19}},"Paris, France",,,,,,,,,,"Painting, sculpture, drawing",,,,,
Paul Cézanne,{{Birth date|df=yes|1839|1|19}},"[[Aix-en-Provence]], France",{{Death date and age|df=yes|1906|10|22|1839|1|19}},"Aix-en-Provence, France",French,,,Painting,,,,,"''[[Mont Sainte-Victoire (Cézanne)|Mont Sainte-Victoire]]'' (1885–1906)<br />''Apothéose de Delacroix'' (1890–1894)<br />{{lang|fr|[[Rideau, Cruchon et Compotier]]}} (1893–94)<br />''[[The Card Players]]'' (1890–1895)<br />''[[The Bathers (Cézanne)|The Bathers]]'' (1898–1905)<br />''[[Pyramid of Skulls]]'' ({{Circa|1901}})",,,,,,
Vincent van Gogh,{{birth date|1853|3|30|df=y}},"[[Zundert]], Netherlands",{{death date and age|df=yes|1890|7|29|1853|3|30}},"[[Auvers-sur-Oise]], France",,,1881–1890,,,,{{ubl|[[Royal Academy of Fine Arts (Antwerp)|Royal Academy of Fine Arts]]|{{lang|fr|[[Académie Royale des Beaux-Arts]]|italic=no}}}},,{{ubl|''[[Sunflowers (van Gogh series)|Sunflowers]]'' (1887)|''[[Bedroom in Arles]]'' (1888)|''[[The Starry Night]]'' (1889)|''[[Wheatfield with Crows]]'' (1890)|''[[At Eternity's Gate|Sorrowing Old Man]]'' (1890)}},,,,,,
Pablo Picasso,{{birth date|df=yes|1881|10|25}},"[[Málaga]], Spain",{{death date and age|df=yes|1973|4|8|1881|10|25}},"[[Mougins]], France",,,1897–1973,,{{plainlist| * [[Lenin Peace Prize]]}},,,,,"[[Painting]], [[drawing]], [[sculpture]], [[printmaking]], [[Ceramics (art)|ceramics]], [[Scenic design|stage design]], [[writing]]",{{plainlist| * {{marriage|[[Olga Khokhlova]]|1918|1941|end=sep.}} * {{marriage|[[Jacqueline Roque]]|1961}}}},{{plainlist| * [[Paulo Picasso]] * [[Maya Widmaier-Picasso]] * [[Claude Picasso]] * [[Paloma Picasso]] }},,,
,{{birth date|1904|5|11|df=y}},"[[Figueres]], Catalonia, [[Restoration (Spain)|Spain]]",{{death date and age|1989|01|23|1904|05|11|df=y}},"Figueres, Catalonia, Spain",,,,,,,,,,"Painting, drawing, photography, sculpture, writing, film, and jewelry",{{marriage|[[Gala Dalí]]|1934|1982|end=died}},,,,
Henri Matisse,{{Birth date|df=yes|1869|12|31}},"[[Le Cateau-Cambrésis]], France<!--See MOS:GEOLINK-->",{{Death date and age|df=yes|1954|11|3|1869|12|31}},"[[Nice]], France",,,,,,,,,,{{hlist|Painting|[[printmaking]]|sculpture|drawing|[[collage]]}},{{marriage|Amélie Noellie Parayre|1898|1939|end=div}},"3, including [[Pierre Matisse|Pierre]]",,,
Jackson Pollock,{{birth date|1912|1|28|mf=y}},"[[Cody, Wyoming]], U.S.",{{death date and age|1956|8|11|1912|1|28|mf=y}},"[[Springs, New York]], U.S.",,,,[[Painting]],,,[[Art Students League of New York]],,,,{{marriage|[[Lee Krasner]]|1945}},,,,
Andy Warhol,{{Birth date|1928|8|6}},"[[Pittsburgh]], Pennsylvania, U.S.",{{Death date and age|1987|2|22|1928|8|6}},"New York City, U.S.<!-- No boroughs/neighborhoods, just cities per format -->",,,,,,,,,,{{hlist|[[Printmaking]]|painting|cinema|photography}},,,,,
Frida Kahlo,,"[[Coyoacán]], Mexico",{{Death date and age|df=yes|1954|7|13|1907|7|6}},"Mexico City, Mexico",,,,,,,,,,,{{plainlist| * {{marriage|[[Diego Rivera]]|1929|1939|end=div}} * {{marriage||1940}} }},,,,
Georgia O'Keeffe,{{birth date|1887|11|15|mf=y}},"[[Sun Prairie (town), Wisconsin|Sun Prairie, Wisconsin]], U.S.",{{death date and age|1986|3|6|1887|11|15|mf=y}},"[[Santa Fe, New Mexico]], U.S.",,,,,[[National Medal of Arts]] (1985)<br />[[Presidential Medal of Freedom]] (1977)<br />[[Edward MacDowell Medal]] (1972),,"[[School of the Art Institute of Chicago]]<br />[[Columbia College (South Carolina)|Columbia College]]<br />[[Teachers College, Columbia University]]<br />[[University of Virginia]]<br />[[Art Students League of New York]]",,,"Visual arts: painting, sculpture, photography","{{marriage|[[Alfred Stieglitz]]|1924|July 13, 1946|end=his death}}",,,,
Mark Rothko,{{birth date|mf=yes|1903|9|25}},"[[Dvinsk]], [[Russian Empire]]<br />(now [[Daugavpils]], Latvia)",{{death date and age|mf=yes|1970|2|25|1903|9|25}},"New York City, U.S.",{{Plainlist| * [[Russian Empire]] * American (from 1938) }},,,,,,,,,,,,,,
Wassily Kandinsky,{{OldStyleDate|16 December|1866|4 December}},"Moscow, [[Russian Empire]]",{{Death date and age|1944|12|13|1866|12|16|df=y}},"[[Neuilly-sur-Seine]], France","Russian, later French",,,,,,,,,Painting,{{ubl|{{marriage|Anja Chimiakina|1892|1911|reason=div}}|{{marriage|[[Nina Kandinsky|Nina Nikolaevna Andreevskaya]]|1917}}}},,,,
Joan Miró,{{Birth date|df=y|1893|4|20}},"[[Barcelona]], [[Catalonia]], Spain",{{Death date and age|df=y|1983|12|25|1893|4|20}},"[[Palma de Mallorca|Palma]], Balearic Islands, Spain",<!-- use only when necessary per [[WP:INFONAT]] -->,,,,"{{cslist|1954 [[Venice Biennale]] Grand Prize for Graphic Work|1958 Guggenheim International Award|1980 Gold Medal of Fine Arts, Spain}}",,,,,"Painting, sculpture, [[mural]] and [[Ceramics (art)|ceramics]]",{{marriage|Pilar Juncosa Iglésias|12 October 1929}},,,,
Paul Klee,{{birth date|df=yes|1879|12|18}},"[[Münchenbuchsee]], Bern, Switzerland",{{death date and age|df=yes|1940|6|29|1879|12|18}},"[[Muralto]], Ticino, Switzerland",German,,,,,,,,,"Painting, drawing, watercolor, printmaking",,,,,
Diego Rivera,{{birth date|1886|12|8}},"[[Guanajuato (city)|Guanajuato]], Mexico",{{death date and age|1957|11|24|1886|12|8}},"[[Mexico City]], Mexico",,,,,,,,,,,{{Plainlist| * {{marriage|[[Angelina Beloff]]|1911|1921|end=div}} * {{marriage|[[Guadalupe Marín]]|1922|1928|end=div}} * {{marriage|[[Frida Kahlo]] |1929|1939|end=div}} * {{marriage|<!--Frida Kahlo-->|1940|1954|end=d}} * {{marriage|Emma Hurtado|1955}} }},,,,
Fernando Botero,{{birth date|df=y|1932|4|19}},"[[Medellín]], Colombia",{{death date and age|df=y|2023|9|15|1932|4|19}},"[[Monte Carlo]], Monaco",,,,,,,,,,{{hlist|Painter|sculptor}},{{plainlist| {{marriage|{{ill|v=ib|Gloria Zea|es}}|1955|1960|reason=divorce}} {{marriage|[[Cecilia Zambrano]]|1964|1975|reason = divorce}}}} {{marriage|[[Sophia Vari]]|1978|5 May 2023|reason = died}},"4, Lina, Juan Carlos, [[Fernando Botero Zea|Fernando]] and Pedro (Died. 1974<ref>País, El (2023-09-15). ""La triste historia de Pedrito, el hijo del artista Fernando Botero y de su segunda esposa, la caleña Cecilia Zambrano"". Noticias de Cali, Valle y Colombia – Periodico: Diario El País {{in lang|es}}. Retrieved 2024-02-23.</ref>)",,,
Jean-Michel Basquiat,{{Birth date|1960|12|22}},"New York City, U.S.<!--No boroughs/neighborhoods,just cities per format.-->",{{Death date and age|1988|8|12|1960|12|22}},"New York City, U.S.",,,1978–1988,"Painting, drawing",,,,,{{plainlist| *''[[Irony of Negro Policeman]]'' (1981) *''[[Untitled (Skull)]]'' (1981) *''[[Untitled (1982 Basquiat skull painting)|Untitled]]'' (1982) *''[[Boy and Dog in a Johnnypump]]'' (1982) *''[[Defacement (The Death of Michael Stewart)|Defacement]]'' (1983) *''[[Hollywood Africans]]'' (1983)}},,,,,,
