1blankname,1blankname1,1blankname2,1blankname3,1blankname4,1blankname6,1namedata,1namedata1,1namedata2,1namedata3,1namedata4,1namedata6,academic_advisors,allegiance,alma_mater,alongside,alongside1,alongside2,alt,attributes,author_abbrev_bot,author_abbrev_zoo,awards,background,bats,battles,bbr,beatified_by,beatified_date,beatified_place,birth_date,birth_name,birth_place,birthname,blank1,body_discovered,branch,burial,burial_date,burial_place,canonized_by,canonized_date,canonized_place,caps1,caps2,caps3,caps4,caps5,caps6,caps7,caption,career_end,career_number,career_position,career_start,child,children,citizenship,club,clubs1,clubs2,clubs3,clubs4,clubs5,clubs6,clubs7,collegeteam,consort,constituency,constituency1,constituency12,constituency13,constituency14,constituency15,constituency2,constituency3,constituency4,constituency5,constituency6,constituency7,constituency8,constituency9,constituency_mp6,constituency_mp9,conviction_status,cor-type,cor-type1,cor-type2,coregency,coronation,coronation1,coronation2,country,criminal_charge,crop_bottom_perc,crop_top_perc,death_cause,death_date,death_place,debut2date,debut2league,debut2team,debut2year,debutdate,debutleague,debutteam,debutyear,denomination,deputy,deputy1,deputy2,deputy3,deputy4,description,desired_width,disappeared_date,disappeared_place,disappeared_status,doctoral_advisor,doctoral_advisors,doctoral_students,draft_pick,draft_round,draft_team,draft_year,dynasty,education,embed,employer,era,ethnicity,eva_time,evas,event,family,father,feast_day,field,fields,filename,finaldate,finalleague,finalteam,finalyear,footnotes,full name,full_name,fullname,genre,genres,goals1,goals2,goals3,goals4,goals5,goals6,goals7,governor3,governor4,governor_general,governor_general3,hangul,hanja,height,height_footnote,height_ft,height_in,high_school,highestranking,highlights,hof_player,hofdate,hoflink,hoftype,hofvote,honorific suffix,honorific-prefix,honorific-suffix,honorific_prefix,honorific_suffix,honours,horus,house,house-type,image,image_alt,image_size,image_upright,imagesize,influenced,influences,insignia,institute,ipa,ism,ism-ar,issue,issue-link,issue-pipe,issues,j,jr/sr1,jr/sr2,known for,known_for,kunya,kunya-ar,label_name,language,laqab,laqab-ar,last,leader1,leader3,leader4,leader5,leader8,main_interests,major_shrine,majority,majority2,majority3,majority4,majority6,managerclubs1,managerclubs2,managerclubs3,managerclubs4,managerclubs5,managerclubs6,managerclubs7,managerclubs8,manageryears1,manageryears2,manageryears3,manageryears4,manageryears5,manageryears6,manageryears7,manageryears8,medaltemplates,mission,missions,module,module2,monarch,monarch1,monuments,moretext,mother,movement,name,nasab,nasab-ar,national_team,nationalcaps1,nationalcaps2,nationalgoals1,nationalgoals2,nationality,nationalteam1,nationalteam2,nationalyears1,nationalyears2,native_name,native_name_lang,nickname,nisbah,nisbah-ar,nocat_wdimage,nomen,notable_ideas,notable_students,notable_works,notablework,notableworks,occupation,office,office1,office10,office11,office12,office15,office2,office3,office4,office5,office6,office7,office8,office9,olympics,order,order1,order2,order3,order4,order5,order6,order9,organisation,organization,other names,other_names,otherparty,p,parents,parliament6,parliament9,partner,party,patronage,patrons,pb,period,place of burial,portaldisp,pos,position,posthumous name,posthumous_name,pre-type2,predecessor,predecessor1,predecessor10,predecessor11,predecessor12,predecessor13,predecessor14,predecessor2,predecessor3,predecessor4,predecessor5,predecessor6,predecessor7,predecessor8,predecessor9,premier,premier1,president,president1,president11,president2,president3,president6,president7,primeminister,primeminister1,primeminister10,primeminister2,primeminister3,primeminister4,primeminister5,primeminister6,primeminister7,primeminister8,primeminister9,prizes,profession,pronunciation,pseudonym,rank,reg-type,regent,region,regnal name,reign,reign-type,reign-type1,reign-type2,reign-type3,reign1,reign2,reign3,relations,relatives,religion,residence,resting place,resting_place,resting_place_coordinates,restingplace,retired,retirement,role,s,school_tradition,selection,serviceyears,show-medals,signature,signature_alt,signature_size,sport,spouse,spouses,stat1label,stat1value,stat2label,stat2value,stat3label,stat3value,state,state1,state2,statleague,status,status9,style,subject,subjects,suboffice10,suboffice11,suboffice12,suboffice13,suboffice14,suboffice7,suboffice8,suboffice9,subterm10,subterm11,subterm12,subterm13,subterm14,subterm7,subterm8,subterm9,succession,succession1,succession2,succession3,successor,successor1,successor10,successor11,successor12,successor13,successor14,successor2,successor3,successor4,successor5,successor6,successor7,successor8,successor9,t,team1,teams,television,term,term10,term11,term12,term13,term14,term15,term4,term5,term6,term7,term_end,term_end1,term_end10,term_end11,term_end2,term_end3,term_end4,term_end5,term_end6,term_end7,term_end8,term_end9,term_label,term_label1,term_label10,term_label2,term_label3,term_label4,term_start,term_start1,term_start10,term_start11,term_start2,term_start3,term_start4,term_start5,term_start6,term_start7,term_start8,term_start9,thesis_title,thesis_url,thesis_year,throws,time,title,title7,titles,titlestyle,totalcaps,totalgoals,training,trial,type,unit,venerated_in,vicepresident,vicepresident1,vicepresident3,website,weight,weight_lb,work_institution,work_institutions,workplaces,works,years active,years1,years2,years3,years4,years5,years6,years7,years_active,youthclubs1,youthclubs2,youthyears1,youthyears2,{{marriage|albert price|1939|1943|end,{{marriage|herbert sheen|1927|1931|end,{{marriage|james howell pitts|1944|1944|end,{{tlit|zh|[[tan yankai]]|i,{{tlit|zh|t. v. soong|i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 February 1304,,"[[Tangier]], [[Marinid sultanate]]",,,,,,,,,,,,,,,,,,1878 illustration by [[Léon Benett]] showing Ibn Battuta (center) and his guide (left) in Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369 (aged 64–65),"[[Marrakesh]], Marinid sultanate<ref>{{Cite web |first=Romy |last=Roynard |date=22 November 2018 |title=Sur les traces d'Ibn Battuta: le Maroc |url=https://www.nationalgeographic.fr/ibn-battuta/2018/11/sur-les-traces-dibn-battuta-le-maroc |access-date=7 December 2022 |website=National Geographic |language=fr |archive-date=7 December 2022 |archive-url=https://web.archive.org/web/20221207014923/https://www.nationalgeographic.fr/ibn-battuta/2018/11/sur-les-traces-dibn-battuta-le-maroc |url-status=live}}</ref>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Post-classical history]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Shaykh]]<ref name=Norris59>{{Cite journal |last=Norris |first=H. T. |date=1959 |title=Ibn Baṭṭūṭah's Andalusian Journey |journal=The Geographical Journal |volume=125 |issue=2 |pages=185–196 |doi=10.2307/1790500 |jstor=1790500 |issn=0016-7398|url=https://www.jstor.org/stable/1790500|url-access=subscription }}</ref>,,,,,,"Handmade oil painting reproduction of Ibn Battuta in Egypt, a painting by Hippolyte Leon Benett..jpg",,220,,,,,,,,Muḥammad,مُحَمَّد,,,,,,,,,,ʾAbū ʿAbd Allāh,أبو عبد الله,,,Shams al-Dīn,شمس الدين }},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Infobox Arabic name|embed=yes,,,,,,,,Ibn Battuta,ibn ʿAbd Allāh ibn Muḥammad ibn Ibrāhīm ibn Muḥammad ibn Yūsuf ibn Baṭṭūṭah,ابن عبد الله بن محمد بن إبراهيم بن محمد بن يوسف بن بطوطة,,,,,,,,,,,ابن بطوطة,ar,,al-Lawātiyy aṭ-Ṭanjiyy,اللواتي الطنجي,,,,,[[Rihla]],,,"Traveller, [[Geographer]], [[explorer]], [[scholar]], [[judge]]",,,,,,,,,,,,,,,,,,,,,,,,,,*The Islamic Marco Polo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Saqqara]] (probable),,,,,,,,,,,"Statuette of Imhotep, 664–30 BC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imhotep, donated by Padisu MET DP164134.jpg",,,,,,,,,,,,,,,,,,,,Being the architect of [[Pyramid of Djoser|Djoser's step pyramid]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imhotep,,,,,,,,,,,,,{{langx|egy|Jj m ḥtp}},,,,,,,,,,,,chancellor to the [[King]] [[Djoser]] and [[High Priest of Ra]],,,,,,,,,,,,,,,,,,,,,,,,,,,Asclepius (name in Greek) Imouthes (also name in Greek),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Djoser]] (possible brother; disputed) }},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{circa|[[27th century BC]]}},,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Birth date|df=yes|1915|8|29}},,"[[Stockholm]], Sweden",,,,,,,,,,,,,,,,,,Bergman in 1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Death date and age|df=yes|1982|8|29|1915|8|29}},"London, England",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ingrid Bergman, Gaslight 1944.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingrid Bergman,,,,,,,,,,,,,,,,,,,,,,,,,Actress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[Norra Begravningsplatsen]], Stockholm",,,,,,,,,,,,,,,{{Plainlist| * {{Marriage|[[Petter Lindström]]|1937|1950|end=div}} * {{Marriage|[[Roberto Rossellini]]|1950|1957|end=div}} * {{Marriage|[[Lars Schmidt (producer)|Lars Schmidt]]|1958|1975|end=div}} }},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932–1982,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,[[Robert Elderfield]] <small>([[Postdoctoral researcher|post-doctoral]])</small>,,,,,,,,,,,,,,,,,,"{{circa|January 2, 1920|lk=no}}{{efn|name=""birthday""}}",,"[[Petrovichi]], Russian SFSR<!-- DO NOT LINK, see [[MOS:GEOLINK]] -->",,,,,,,,,,,,,,,,,,Photo {{circa|1959}},,,,,,2,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Death date and age|1992|4|6|1920|1|2}},"New York City, U.S.",,,,,,,,,,,,,,,,,,,,Charles Reginald Dawson,,,,,,,,"[[Columbia University]] ([[Bachelor of Science|BS]], [[Master of Arts|MA]], [[Doctor of Philosophy|PhD]])",yes,,,,,,,,,,,[[Biochemistry]],,,,,,,,,,{{hlist|Science fiction {{hlist|[[hard SF]]|[[social SF]]}}|[[mystery fiction|mystery]]|[[popular science]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaac.Asimov01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Infobox scientist,,,,,,,[[Golden Age of Science Fiction]],Isaac Asimov<!-- Please don't add a middle name without a good source. (Previously discussed at length at [[Talk:Isaac Asimov/Archive13#Unsourced middle name: a hoax?]].) -->,,,,,,,,<!--Deprecated per MOS:INFONAT-->,,,,,,,,,,,,,,,,,"Writer, professor of [[biochemistry]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{ubl|[[Stanley Asimov]] (brother)|[[Eric Asimov]] (nephew)}},,,,,,,,,,,,,,,,,,,{{ubl|{{marriage|Gertrude Blugerman|1942|1973|end=div}}|{{marriage|[[Janet Asimov|Janet Opal Jeppson]]|1973}}}},,,,,,,,,,,,,,,{{hlist|[[Popular science]]|science [[textbooks]]|essays|[[history]]|[[literary criticism]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The kinetics of the reaction inactivation of tyrosinase during its catalysis of the aerobic oxidation of catechol,https://www.worldcat.org/oclc/609476547,1948 }},,,,,,,,,,,,,,,,,,,,,,[[Boston University]],,,,,,,,,,1939–1992,,,,,,,,,
,,,,,,,,,,,,,,,,,,Robinson with the Brooklyn Dodgers in 1949,,,,,,Right,,,,,,{{birth date|mf=yes|1919|1|31}},,"[[Cairo, Georgia]], U.S.",,,,,,,,,,,,,,,,,,Robinson with the Brooklyn Dodgers in 1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{death date and age|mf=yes|1972|10|24|1919|1|31}},"[[Stamford, Connecticut]], U.S.",April 15,MLB,Brooklyn Dodgers,1947,,NgL,Kansas City Monarchs,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 10,MLB,Brooklyn Dodgers,1956,,,,,,,,,,,,,,,,,,,,,,,,,,"* [[East–West All-Star Game|NgL All-Star]] (1945) * 6× [[Major League Baseball All-Star Game|All-Star]] ([[1949 Major League Baseball All-Star Game|1949]]–[[1954 Major League Baseball All-Star Game|1954]]) * [[World Series champion]] ({{wsy|1955}}) * [[Major League Baseball Most Valuable Player Award|NL MVP]] (1949) * [[Major League Baseball Rookie of the Year Award|Rookie of the Year]] (1947) * [[List of Major League Baseball batting champions|NL batting champion]] (1949) * 2× [[List of Major League Baseball annual stolen base leaders|NL stolen base leader]] (1947, 1949) * [[Los Angeles Dodgers#Retired numbers|Los Angeles Dodgers No. 42]] retired * No. 42 retired by all MLB teams * [[Monument Park (Yankee Stadium)|Monument Park]] honoree * [[Major League Baseball All-Century Team]]",,[[1962 Baseball Hall of Fame balloting|1962]],National Baseball Hall of Fame and Museum,National,77.5% (first ballot),,,,,,,,,,"Jackie Robinson, NPG 97 135.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Infobox person|embed=yes,,,,,,,,Jackie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Second baseman]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jackie Robinson sig.svg }} }},,,,,,[[Batting average (baseball)|Batting average]],.313,[[Home run]]s,141,[[Run batted in|Runs batted in]],761,,,,MLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;Negro leagues * [[Kansas City Monarchs]] ({{baseball year|1945}}) ;Major League Baseball * [[Brooklyn Dodgers]] ({{mlby|1947}}–{{mlby|1956}}),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,{{unbulleted list | {{Lang|fr|[[Palme d'Or]]|italic=no}} at [[Cannes Film Festival|Cannes]] | {{ unbulleted list|[[File:Legion Honneur Commandeur ribbon.svg|40px]] [[Legion of Honour]] – Commander (1972)}}}} }},,,,,,,,{{Birth date|1910|6|11|df=yes}},Jacques-Yves Cousteau,"[[Saint-André-de-Cubzac]], [[Gironde]], [[French Third Republic|France]]",,,,,,,,,,,,,,,,,,Cousteau in 1972,,,,,,{{unbulleted list|[[Jean-Michel Cousteau|Jean-Michel]]|[[Philippe Cousteau|Philippe-Pierre]]|Diane|Pierre-Yves}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Death date and age|1997|6|25|1910|6|11|df=yes}},"[[Paris]], France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{post-nominals|country=AUS|ACh|size=100%}},,,,,Cousteau1972 (cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacques Cousteau,,,,,,,,,,,,,,,,,,,,,,,,,[[Oceanographer]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Pierre-Antoine Cousteau]] (brother),,,,,,,,,,,,,,,,,,,{{unbulleted list | {{marriage|[[Simone Melchior]]|1937|1990|end=died}} | {{marriage|[[Francine Cousteau|Francine Triplet]]<br>|1991}} }},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,[[Reading Abbey Girls' School]] (1785–1786),,,,Watercolour-and-pencil portrait of Jane Austen,,,,,,,,,,,,{{Birth date|df=y|1775|12|16}},,"[[Steventon, Hampshire]], England",,,,,,,,,,,,,,,,,,"Portrait, {{Circa|1810}}{{Efn|The original is unsigned but was believed by the family to have been made by Austen's sister Cassandra and remained in the family until 1920 with a signed sketch by Cassandra. The original sketch, according to relatives who knew Jane Austen well, was not a good likeness.<ref>Kirkham (2005), 68–72.</ref>}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Death date and age|df=y|1817|7|18|1775|12|16}},"[[Winchester]], Hampshire, England",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Hlist|[[Literary realism]]|[[Romance novel|Romantic fiction]]|[[Satire]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CassandraAusten-JaneAusten(c.1810) hires.jpg,,,.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jane Austen,,,,,,,,,,,,,,,,,,,,,,,,{{cslist|''[[Sense and Sensibility]]''|''[[Pride and Prejudice]]''|''[[Mansfield Park]]''|''[[Emma (novel)|Emma]]''|''[[Northanger Abbey]]''|''[[Persuasion (novel)|Persuasion]]''}},Novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Georgian era|Georgian]] ([[Regency era]]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!-- See -->[[Jane Austen's family and ancestry|Family and ancestry]],,,,"[[Winchester Cathedral]], Hampshire",,,,,,,,,,,Jane Austen signature from her will.svg,Signature from Austen's 1817 will }},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787–1817,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,[[#Awards and honours|See below]],,,,,,,,{{birth date|df=yes|1889|11|14}},,"[[Prayagraj|Allahabad]], [[North-Western Provinces]], India",,,,,,,,,,,,,,,,,,Official portrait {{c.}} 1947,,,,,,[[Indira Gandhi]],,,,,,,,,,,,,,,,,,,,"[[Phulpur (Lok Sabha constituency)|Phulpur, Uttar Pradesh]]",,,,,,,,,,,,,,,,,,,,<!-- should only be included when the cause of death has significance for the subject's notability -->,{{death date and age|df=yes|1964|05|27|1889|11|14}},"New Delhi, India",,,,,,,,,,[[Vallabhbhai Patel]] {{nowrap|(until 1950)}},,,,,,,,,,,,,,,,,,"{{ubl|[[Harrow School]]|[[Trinity College, Cambridge|Trinity College]]|[[Inner Temple]]}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{ubl|[[Lord Mountbatten]]|[[C. Rajagopalachari]] {{awrap|(until 1950)}}}},"{{ubl|[[Archibald Wavell, 1st Earl Wavell|Earl Wavell]] <!-- until 20 February 1947; -->|Lord Mountbatten <!-- thereafter -->}}",,,,,,,,,,,,,,,,,,"<!-- Pandit was a colloquial title, only formally given prefixes are to be added here -->",<!-- Bharat Ratna cannot be used as a suffix -->,,,,,"Jawaharlal Nehru, 1947.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{listen|pos=center|embed=yes|filename=Tryst with Destiny- Speech by Pt. Jawaharlal Nehru.ogg|title=Jawaharlal Nehru's voice|type=speech|description=[[Tryst with Destiny]] speech delivered on the eve of [[India's independence]]<br />Recorded 14 August 1947}},,[[George VI]] {{nowrap|(until 1950)}},,,,,,Jawaharlal Nehru,,,,,,,,,,,,,,,,,,,,,,,,,{{hlist|[[Lawyer]]|[[Politician]]}},"<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Prime Minister of India]]",,,,,,"<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Minister of External Affairs (India)|Union Minister of External Affairs]]","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->Head of the [[Interim Government of India]]","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Member of Parliament, Lok Sabha|Member of Parliament]], [[Lok Sabha]]",,,,,,,"<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] --> }}","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->",,,,,,,,,,,,{{ubl|[[Motilal Nehru]] (father)|[[Swarup Rani Nehru]] (mother)}},,,,[[Indian National Congress]],,,,,,,,,,,,''Office established''<!-- hence no predecessor -->,,,,,,,''Office established'',,''Constituency established'',,,,,,,,{{ubl|[[Rajendra Prasad]] (from 1950)|[[Sarvepalli Radhakrishnan]]}},,,,,,,,,,''Himself'',,,,,,,,,,,,,,,,,,,,,,,,,,<!-- See --> [[Nehru–Gandhi family]],,,,[[Shantivan]],,,,,,,,,,,Jawaharlal Nehru Signature.svg,,,,{{marriage|[[Kamala Kaul]]|1916|1936|end=died}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Lal Bahadur Shastri]]{{efn|[[Gulzarilal Nanda]] served as interim prime minister for 13 days.}},,,,,,,[[Gulzarilal Nanda]],,[[Vijaya Lakshmi Pandit]],,,,,,,,,,,,,,,,,,,,,27 May 1964,,,,27 May 1964,15 August 1947,27 May 1964,,,,,,,,,,,,15 August 1947,,,,2 September 1946,2 September 1946,17 April 1952,,,,,,,,,,,,,,,,,,,,,,Sarvepalli Radhakrishnan<br /> [[Zakir Husain]],,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{birth date|mf=yes|1906|06|03}},Freda Josephine McDonald,"[[St. Louis]], Missouri, U.S.",,,,,,,,,,,,,,,,,,Baker in 1940,,,,,,,{{plainlist| * United States (until 1937)<!-- renounced US citizenship in 1937 --> * France (from 1937) }},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{death date and age|mf=yes|1975|04|12|1906|06|03}},"Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Baker Harcourt 1940 2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josephine Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Monaco Cemetery]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Julia Child in front of a stove tasting food on a spoon,,,,"{{Unbulleted list|Daytime Emmy Award for Outstanding Service Show Host|1996 ''In Julia's Kitchen with Master Chefs''|2001 ''Julia & Jacques Cooking at Home''|Emmy Award for Achievements in Educational Television—Individuals|1966 ''[[The French Chef]]''|[[Peabody Awards|Peabody Award]]|1965 ''[[The French Chef]]''|National Book Award, Current Interest|1980 ''Julia Child and More Company'' | U.S. [[Presidential Medal of Freedom]] }}",,,,,,,,{{birth date|1912|08|15}},Julia Carolyn McWilliams,"[[Pasadena, California]], U.S.",,,,,,,,,,,,,,,,,,1978 publicity portrait of Julia Child in her kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{death date and age|2004|08|13|1912|08|15}},"[[Montecito, California]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Unbulleted list|[[Smith College]] ([[Bachelor of Arts|BA]])|[[Le Cordon Bleu]] ({{lang|fr|Diplôme de Cuisine}})}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Julia Child portrait by ©Lynn Gilbert, 1978.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julia Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{marriage|[[Paul Cushing Child]]|1946|1994|end=d.}},,,,,,,,,,,,,,[[French cuisine|French]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{hlist|''[[The French Chef]]''|""Julia Child: bon appétit""|''Julia Child & Company''|''Julia Child & More Company''|''Dinner at Julia's''|''Cooking with Master Chefs''|''In Julia's Kitchen with Master Chefs''|''Baking with Julia''|''[[Julia & Jacques Cooking at Home]]''}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935–2004,,,,,,,,,
