100s/50s1,1blankname,1blankname1,1blankname2,1blankname3,1blankname4,1blankname5,1blankname6,1namedata,1namedata1,1namedata2,1namedata3,1namedata4,1namedata5,1namedata6,2blankname,2namedata,[[dictator perpetuo]]           | 44 bc<ref>all offices and years thereof from {{harvnb|broughton|1952|p,access-date,allegiance,alma_mater,alongside7,alt,appointer1,appointer2,appointer3,appointer5,appointer6,appointer7,awards,bat avg1,batting,battles,beatified_by,beatified_date,best bowling1,birth_date,birth_name,birth_place,birthname,bowl avg1,bowling,branch,bullets,burial,burial_date,burial_place,cabinet,canonized_by,canonized_date,caption,catches/stumpings1,child,children,citizenship,class,club1,club2,club3,color,column1,columns,commands,consort,constituency10,constituency11,constituency12,constituency13,constituency14,constituency15,constituency2,constituency3,constituency4,constituency5,constituency6,constituency7,constituency8,constituency_mp5,constituency_mp6,cont,conviction_status,cor-type,cor-type1,coregency,coronation,coronation1,coronation2,country2,country3,country5,country6,criminal_charge,death_cause,death_date,death_manner,death_place,deliveries1,deputy,deputy1,deputy2,deputy3,deputy4,deputy5,deputy6,description,district1,district2,district3,district4,district5,district6,district7,dynasty,education,embed,father,feast_day,filename,firstminister2,firstminister4,firstminister5,fivefor1,footnotes,full name,governor2,governor3,governor4,governor6,governor7,height,himself (1959–1966){{efn|''[[de facto]]'' (self-appointed)<ref>{{cite book|last,honorific-prefix,honorific-suffix,honorific_prefix,honorific_suffix,horus,house,image,image_alt,image_size,image_upright,imagesize,issue,issue-link,issue-pipe,jr/sr1,jr/sr2,jr/sr3,jr/sr5,jr/sr7,known_for,last,leader1,leader3,leader4,leader8,leader9,lieutenant1,lieutenant2,lieutenant3,lieutenant4,majority2,majority3,majority4,majority6,matches1,mawards,military_blank1,military_data1,minister7,minister_from2,minister_from3,minister_from5,minister_from6,module,module2,module3,monarch,monarch1,monarch2,monarch3,monarch4,more,moretext,moretext1,mother,name,nationality,native_name,native_name_lang,nickname,nomen,occupation,office,office1,office10,office11,office12,office14,office15,office2,office21,office3,office4,office5,office6,office7,office8,office9,order,order1,order2,order3,order4,order5,order6,order7,order8,order9,otherparty,parents,parliament5,parliament6,party,patronage,pos,posthumous name,predecessor,predecessor1,predecessor10,predecessor11,predecessor12,predecessor13,predecessor14,predecessor2,predecessor3,predecessor4,predecessor5,predecessor6,predecessor7,predecessor8,predecessor9,premier,premier1,premier2,premier4,president,president1,president11,president2,president3,president4,president5,president6,president7,president8,primeminister,primeminister1,primeminister10,primeminister2,primeminister3,primeminister4,primeminister5,primeminister6,primeminister7,primeminister8,primeminister9,profession,quote,rank,reg-type,reg-type1,reg-type2,reg-type3,regent,regent1,regent2,regent3,regnal name,reign,reign-type1,reign1,reign2,reign3,reign4,relatives,religion,residence,resting_place,resting_place_coordinates,restingplace,role,runs1,serviceyears,signature,signature_alt,signature_size,source,spouse,spouse-type,spouses,state1,state2,state3,state4,state5,state6,state7,state_senate2,state_senate3,state_senate7,status,status10,status2,status4,status9,style,suboffice,suboffice1,suboffice10,suboffice11,suboffice12,suboffice13,suboffice14,suboffice15,suboffice16,suboffice17,suboffice18,suboffice19,suboffice2,suboffice20,suboffice3,suboffice4,suboffice5,suboffice6,suboffice7,suboffice8,suboffice9,subterm,subterm1,subterm10,subterm11,subterm12,subterm13,subterm14,subterm15,subterm16,subterm17,subterm18,subterm19,subterm2,subterm20,subterm3,subterm4,subterm5,subterm6,subterm7,subterm8,subterm9,succession,succession1,succession2,succession3,succession4,successor,successor1,successor10,successor11,successor12,successor13,successor14,successor2,successor3,successor4,successor5,successor6,successor7,successor8,successor9,temple name,tenfor1,term,term10,term11,term12,term13,term14,term15,term5,term6,term7,term9,term_end,term_end1,term_end10,term_end11,term_end12,term_end13,term_end14,term_end2,term_end22,term_end3,term_end4,term_end5,term_end6,term_end7,term_end8,term_end9,term_label,term_label1,term_label3,term_label4,term_label9,term_start,term_start1,term_start10,term_start11,term_start12,term_start13,term_start14,term_start2,term_start21,term_start22,term_start3,term_start4,term_start5,term_start6,term_start7,term_start8,term_start9,termlabel,termlabel3,termstart,title,title1,title4,title5,title6,title7,titles,titlestyle,top score1,trial,type,unit,venerated_in,vicepresident,vicepresident1,vicepresident2,vicepresident3,website,wickets1,year1,year2,year3,years_active,{{marriage|fleur cates|1981|1988|end,{{marriage|miriam weizmann|1972|1978|end,{{native name|ja| 明仁|italics,{{tlit|zh|[[tan yankai]]|i,{{tlit|zh|t. v. soong|i
,,,,,,,,,,,,,,,,,,,,,,Official portrait of Harry S Truman as president of the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Official portrait, 1947",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUMAN 58-766-06 (cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry S. Truman,,,,,,,President of the United States,,,,,,,,,,,,,,,,33rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 20, 1953",,,,,,,,,,,,,,,,,,,,,"April 12, 1945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{plainlist| * Vacant (1945–1949){{Efn|Truman was vice president under Franklin D. Roosevelt and became president upon Roosevelt's death on April 12, 1945. As this was prior to the adoption of the [[Twenty-fifth Amendment to the United States Constitution|Twenty-fifth Amendment]] in 1967, a vacancy in the office of vice president was not filled until the next election and inauguration.}} * [[Alben W. Barkley]] (1949–1953) }}",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Head shot of Roosevelt, 62, who has graying hair and faces the camera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Official campaign portrait, 1944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FDR-1944-Campaign-Portrait (3x4 retouched, cropped).jpg <!-- SEE TALK PAGE -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franklin D. Roosevelt,,,,,,,President of the United States,,,,,,,,,,,,,,,,32nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{plainlist| * {{longitem|[[John Nance Garner]]<br />(1933–1941)}} * {{longitem|[[Henry A. Wallace]]<br />(1941–1945)}} * <!--Please stop linking his name-->{{longitem|Harry S. Truman<!--Please stop linking--><br />(Jan–Apr 1945)}} }},,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1856|12|28}},Thomas Woodrow Wilson,"[[Staunton, Virginia]], U.S.",,,,,,,,,,,,Wilson in 1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{death date and age|1924|2|3|1856|12|28}},,"Washington, D.C.,<!--Links not needed per MOS:OVERLINK--> U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"President Woodrow Wilson in 1914, Harris & Ewing (3x4 cropped b).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woodrow Wilson,,,,,,,President of the United States,Governor of New Jersey,,,,,,,,President of Princeton University,,,,,,,28th,34th,,13th,,,,,,,,,,,[[Democratic Party (United States)|Democratic]],,,,[[William Howard Taft]],[[John Franklin Fort]],,,,,,,[[Francis Landey Patton]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Washington National Cathedral]],,,,,,,,,,"{{plainlist| * {{marriage|[[Ellen Axson Wilson|Ellen Axson]]|June 24, 1885|August 6, 1914|end=died}} * {{marriage|[[Edith Wilson|Edith Bolling]]|December 18, 1915}} }}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Warren G. Harding]],[[James Fairman Fielder]],,,,,,,[[John Grier Hibben]],,,,,,,,,,,,,,,,,,,,"March 4, 1921","March 1, 1913",,,,,,,,"October 21, 1910",,,,,,,,,,,,"March 4, 1913","January 17, 1911",,,,,,,,,"October 25, 1902",,,,,,,,,,,,,,,,,,,,,,,[[Thomas R. Marshall]],,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roosevelt in 1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theodore Roosevelt by the Pach Bros (4x5 cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theodore Roosevelt,,,,,,,President of the United States,,,,,,,,,,,,,,,,26th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Plain list| * Vacant (1901–1905){{Efn|Roosevelt was vice president under McKinley and became president after McKinley's assassination in 1901. This was prior to the adoption of the [[Twenty-fifth Amendment to the United States Constitution|Twenty-fifth Amendment]] in 1967, and a vacancy in the office of vice president was not filled until the next election and inauguration.}} * {{longitem|[[Charles W. Fairbanks]] (1905–1909)}} }}",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Portrait of a bearded Abraham Lincoln showing his head and shoulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln in 1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abraham Lincoln 1863 Portrait (3x4 cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abraham Lincoln,,,,,,,President of the United States,,,,,,,,,,,,,,,,16th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{plainlist| * {{longitem|[[Hannibal Hamlin]]<br />(1861–1865)}} * {{longitem|[[Andrew Johnson]]<br />(Mar–Apr. 1865)}} }},,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Painting of Jefferson in his late 50s with a full head of hair,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portrait, {{circa|1800}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Official Presidential portrait of Thomas Jefferson (by Rembrandt Peale, 1800).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Jefferson,,,,,,,President of the United States,,,,,,,,,,,,,,,,3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{plainlist| * [[Aaron Burr]] (1801–1805) * [[George Clinton (vice president)|George Clinton]] (1805–1809) }},,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,[[Congress of the Confederation]],[[Continental Congress]],,,,,,,,,,,,"{{OldStyleDateDY|January 17,|1706|January 6}}{{refn|group=Note|name=birthdate}}",,"[[Boston]], [[Province of Massachusetts Bay]], [[British America]]",,,,,,,,,,,,"Portrait by [[Joseph Duplessis]], 1785",,,{{hlist|[[William Franklin|William]]|[[Francis Folger Franklin|Francis]]|[[Sarah Franklin Bache|Sarah]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{death date and age|1790|4|17|1706|1|17}},,"[[Philadelphia]], Pennsylvania, U.S.",,,,,,,,,,,,,,,,,,[[Boston Latin School]] }},,,,,,,,,,,,,,,,,,,,,{{Post-nominals|country=GBR|size=100%|FRS|FRSA|FRSE}},,,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benjamin Franklin,,,,,,,6th [[Supreme Executive Council of the Commonwealth of Pennsylvania#Presidents|President of Pennsylvania]],[[United States Minister to Sweden]],,21st Chief Clerk of the [[Province_of_Pennsylvania#Government|Pennsylvania Provincial Assembly]],President of the [[Pennsylvania_Abolition_Society|Pennsylvania Society for Promoting the Abolition of Slavery and for the Relief of Free Negroes Unlawfully Held in Bondage]],,,[[United States Minister to France]],,United States Postmaster General,Delegate from [[Pennsylvania]] to the [[Second Continental Congress]],[[Postmaster General of British America]],[[Speaker of the Pennsylvania Assembly|Speaker of the Pennsylvania Provincial Assembly]],"Member of the [[Province_of_Pennsylvania#Government|Pennsylvania Provincial Assembly]] from [[Philadelphia County, Pennsylvania]]",President of the University of Pennsylvania,,,,,1st,,,,,1st,,,{{ubl|[[Josiah Franklin]]|[[Abiah Folger]]}},,,[[Independent politician|Independent]],,,,[[John Dickinson]],''Position established'',,Joseph Growden Jr.,,,,''Position established'',''Position established'',,''Position established'',[[Isaac Norris (statesman)|Isaac Norris]],,''Position established'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Christ Church Burial Ground]],,,,,,Benjamin Franklin Signature.svg,,,,"{{marriage|[[Deborah Read]]|September 1, 1730|1774|reason=died}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Thomas Mifflin]],[[Jonathan Russell]],,[[William Franklin]],,,,[[Thomas Jefferson]],[[Richard Bache]],,''Vacant'',Isaac Norris,,[[William Smith (Episcopal priest)|William Smith]],,,,,,,,,,,,,,,"November 5, 1788","April 3, 1783",,"May 13, 1751","April 17, 1790",,,"May 17, 1785",,"November 7, 1776","October 26, 1776","January 31, 1774","October 11, 1764","October 11, 1764","May 24, 1754",,,,,,,"October 18, 1785","September 28, 1782",,"October 14, 1736","April 23, 1787",,,"March 23, 1779",,,"July 26, 1775","May 10, 1775","August 10, 1753","May 26, 1764","August 13, 1751","November 13, 1749",,,,,,,,,,,,,,,,,,{{ubl|[[Charles Biddle]]|[[Peter Muhlenberg]]|[[David Redick]]}},,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Stout elderly Adams in his 60s with long white hair, facing partway leftward",,[[Congress of the Confederation]],Congress of the Confederation,,,[[Massachusetts Provincial Congress|Provincial Congress]],,,,,,,,"{{OldStyleDateDY|October 30,|1735|October 19, 1735}}",,"[[Braintree, Massachusetts|Braintree]], Massachusetts Bay, British America (now [[Quincy, Massachusetts|Quincy]])",,,,,,,,,,,,"Portrait, {{circa|1800–1815}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great Britain,the Netherlands,,,,,{{death date and age|1826|7|4|1735|10|30}},,"Quincy, Massachusetts, U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Adams Portrait.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,United States,,,,,,,,,,,,,,,John Adams,,,,,,,President of the United States,Vice President of the United States,,,,,,,,,,,[[Chairman of the Marine Committee]],Chief Justice of the Massachusetts Superior Court of Judicature,[[List of delegates to the Continental Congress|Delegate]] from [[Massachusetts]] {{awrap|to the [[Continental Congress]]}},"Member of the [[Massachusetts General Court#Province of Massachusetts Bay in New England|Massachusetts House of Representatives]] from [[Boston, Massachusetts]]",2nd,1st,1st,1st,,,,12th,,,,,,,{{plainlist| * [[Pro-Administration]] (before 1795) * [[Federalist Party|Federalist]] (1795–{{circa|lk=no|1808}}) * [[Democratic-Republican Party|Democratic-Republican]] (from {{circa|lk=no|1808}}){{sfn|McCullough|2001|p=599}} }},,,,[[George Washington]],Office established,,,,,,,,,,Office established,[[Peter Oliver (loyalist)|Peter Oliver]],Office established,"[[James Bowdoin]] (elected, office not assumed)",,,,,,George Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Adams political family]],,,[[United First Parish Church]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Jefferson,Thomas Jefferson,,,,,,[[Thomas Pinckney]],[[Charles W. F. Dumas]] (acting),,,[[Francis Lewis]] (Continental Board of Admiralty),[[William Cushing]],[[Samuel Holten]],[[James Otis Jr.]],,,,,,,,,,,,,,"March 4, 1801","March 4, 1797",,,,,,"February 20, 1788<ref name=""Office of the Historian"">{{cite web |url=https://history.state.gov/departmenthistory/people/adams-john |title=John Adams (1735–1826) |publisher=United States Department of State: Office of the Historian |access-date=September 30, 2018}}</ref>",,"March 30, 1788<ref name=""Office of the Historian""/>",,,"October 28, 1779",February 1777,"November 28, 1777","April 16, 1771",,,,,,"March 4, 1797","April 21, 1789",,,,,,"April 1, 1785",,,"April 19, 1782",,,"October 13, 1775",October 1775,"September 5, 1774","June 7, 1770",,,,,,,,,,,,,,,,,[[Thomas Jefferson]],,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816 portrait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Madison.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Madison,,,,,,,President of the United States,,,,,,,,,,,,,,,,4th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{plainlist| * [[George Clinton (vice president)|George Clinton]] (1809–1812) * Vacant (1812–1813){{Efn|name=vp|Vice Presidents Clinton and Gerry both died in office. Neither was replaced for the remainder of their respective terms, as the Constitution did not have a provision for filling a vice presidential vacancy prior to the adoption of the [[Twenty-fifth Amendment to the United States Constitution|Twenty-fifth Amendment]] in 1967.{{sfn|Billias|1976|p=329}} }} * [[Elbridge Gerry]] (1813–1814) * Vacant (1814–1817){{Efn|name=vp}} }}",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Painting of Monroe,,,,,,,,,,,,,,{{Birth date|1758|4|28}},,"[[Monroe Hall, Virginia]], [[British America]]",,,,{{Plainlist| * [[Continental Army]] * [[Virginia militia]] }},,,,,,,,"''[[Portrait of James Monroe]]'' by [[Samuel Morse]], {{Circa|1819}}",,,"3, including [[Eliza Monroe Hay|Eliza]] and [[Maria Hester Monroe Gouverneur|Maria]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,France,,,{{Death date and age|1831|7|4|1758|4|28}},,"New York City, U.S.",,,,,,,,,,,,,,,,,,[[College of William & Mary]],,,,,,,,,,,,,,,,,,,,,,,,James Monroe White House portrait 1819 (cropped)(2).jpg,,,,,,,,,,,,United States Senator,,,,,,,,,,,,,,,,,,,,,,,United States,United States,,,,,,,,,,,,,James Monroe,,,,,,{{Hlist|Politician|lawyer}},President of the United States,United States Secretary of State,,,Delegate from Virginia {{Awrap|to the [[Congress of the Confederation]]}},,,United States Secretary of War,,Governor of Virginia,,,,,,Member of the [[Virginia House of Delegates]],5th,7th,8th,12th and 16th,,4th,5th,,,,,,,,[[Democratic-Republican Party|Democratic-Republican]],,,,[[James Madison]],[[Robert Smith (Cabinet member)|Robert Smith]],,,Constituency established,,,[[John Armstrong Jr.]],[[John Tyler Sr.]],[[James Wood (governor)|James Wood]],[[Rufus King]],[[Gouverneur Morris]],[[John Walker (Virginia politician)|John Walker]],,,,,,,,James Madison,,James Madison,,,[[Thomas Jefferson]],[[George Washington]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Joseph Jones (Virginia politician)|Joseph Jones]] (uncle)<br>[[James Monroe (New York politician)|James Monroe]] (nephew),,,"[[Hollywood Cemetery (Richmond, Virginia)|Hollywood Cemetery]] ([[Richmond, Virginia]])",,,,,,James Monroe's sig.svg,Cursive signature in ink,,,"{{Marriage|[[Elizabeth Monroe|Elizabeth Kortright]]|February 16, 1786|September 23, 1830|end=died}}",,,,,,,,,[[Virginia]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[John Quincy Adams]],John Quincy Adams,,,[[Henry Lee III]],,,[[William H. Crawford]],[[George William Smith (politician)|George William Smith]],[[John Page (Virginia politician)|John Page]],[[William Pinkney]],[[Charles Cotesworth Pinckney]],[[Stevens Thomson Mason (senator)|Stevens Thomson Mason]],,,,,,1786-1787,1810-1811,,,,,,,,1782,"March 4, 1825","March 4, 1817",,,"November 7, 1786",,,"March 2, 1815",,"April 2, 1811","December 1, 1802","October 7, 1807","December 9, 1796","May 27, 1794",,,,,,,,"March 4, 1817","April 6, 1811",,,"November 3, 1783",,,"September 27, 1814",,,"January 16, 1811","December 28, 1799","August 17, 1803","August 15, 1794","November 9, 1790",,,,,,,,,,,,,,,,,,,[[Daniel D. Tompkins]],,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"A portrait of Andrew Jackson, serious in posture and expression, with a grey-and-white haired widow's peak, wearing a red-collared black cape.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Formal portrait, {{circa|1835}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew jackson head (cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Jackson,,,,,,,President of the United States,,,,,,,,,,,,,,,,7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{plainlist| * {{longitem|[[John C. Calhoun]]<br />(1829–1832)}} * Vacant (1832–1833){{efn|Vice President Calhoun resigned from office. As this was prior to the adoption of the [[Twenty-fifth Amendment to the United States Constitution|Twenty-fifth Amendment]] in 1967, a vacancy in the office of vice president was not filled until the next ensuing election and inauguration.}} * {{longitem|Martin Van Buren<br />(1833–1837)}} }}",,,,,,,,,,,,,,
