,Unnamed: 0,name,birth_date,birth_place,death_date,death_place,occupation,awards,alma_mater,education,spouse,children,occupation_cluster,birth_year,death_year,life_span,life_span_cluster,edu_award_cluster,bio_cluster
57,57,Georgia O'Keeffe,{{birth date|1887|11|15|mf=y}},"[[Sun Prairie (town), Wisconsin|Sun Prairie, Wisconsin]], U.S.",{{death date and age|1986|3|6|1887|11|15|mf=y}},"[[Santa Fe, New Mexico]], U.S.",Composer,[[National Medal of Arts]] (1985)<br />[[Presidential Medal of Freedom]] (1977)<br />[[Edward MacDowell Medal]] (1972),[[King's College London]],"[[School of the Art Institute of Chicago]]<br />[[Columbia College (South Carolina)|Columbia College]]<br />[[Teachers College, Columbia University]]<br />[[University of Virginia]]<br />[[Art Students League of New York]]","{{marriage|[[Alfred Stieglitz]]|1924|July 13, 1946|end=his death}}",2,0,1887.0,1986.0,99.0,2.0,4,1
58,58,Amelia Earhart,{{birth date|1897|07|24}},"[[Atchison, Kansas]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{flatlist|,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1897.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,2
59,59,Harriet Tubman,{{circa|March 1822}}{{sfn|Larson|2004|p=16}},"[[Dorchester County, Maryland]], U.S.<!-- As per WP:LINKDIRECT and Template:infobox person, birth/death place indicates city, state, then country. No need to spell out ""United States; 'U.S.' is fine. -->",{{BirthDeathAge| |1822|3| |1913|3|10}},"[[Auburn, New York]], U.S.",{{hlist|Civil War [[Reconnaissance|scout]]|[[American Civil War spies#Union Spying|spy]]|nurse|suffragist|civil rights activist}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1822.0,1822.0,0.0,2.0,1,2
60,60,Sojourner Truth,{{Circa|1797}},"[[Swartekill, New York]], U.S.",{{Death date and given age|1883|11|26|86|mf=y}},"[[Battle Creek, Michigan]], U.S.","[[Abolitionism in the United States|Abolitionist]], [[human rights activists|human rights activist]]",}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1797.0,1883.0,86.0,2.0,1,2
61,61,Malala Yousafzai,{{birth date and age|df=yes|1997|7|12}},"[[Mingora]], Swat, Pakistan<ref name=whoswho>{{Who's Who | author=Anon| title=Yousafzai, Malala | id=U282567 | year=2019 | doi=10.1093/ww/9780199540884.013.U282567| edition=online [[Oxford University Press]]|location=Oxford}}</ref>",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Activist for [[female education]]<!-- no longer a student-->,}},[[King's College London]],"[[Lady Margaret Hall, Oxford]] ([[Bachelor of Arts|BA]])",{{marriage|Asser Malik|2021}}<ref>{{cite web |title=Malala Yousafzai announces her marriage on Twitter |url=https://www.cbc.ca/news/world/malala-yousafzai-marriage-announcement-twitter-human-rights-campaigner-1.6243231 |website=CBC News |publisher=Associated Press |access-date=9 November 2021 |date=9 November 2021 |archive-date=9 November 2021 |archive-url=https://web.archive.org/web/20211109224521/https://www.cbc.ca/news/world/malala-yousafzai-marriage-announcement-twitter-human-rights-campaigner-1.6243231 |url-status=live }}</ref>,2,3,1997.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
62,62,Mother Teresa,{{birth date|df=yes|1910|8|26}},"[[Üsküp]], [[Kosovo vilayet]], [[Ottoman Empire]]",{{death date and age|df=yes|1997|9|5|1910|8|26}},"[[Calcutta]], [[West Bengal]], India",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1910.0,1997.0,87.0,2.0,1,0
63,63,Eleanor Roosevelt,{{birth date|1884|10|11}},"[[New York City]], U.S.",{{death date and age|1962|11|7|1884|10|11}},"New York City, U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Franklin D. Roosevelt]]|1905|1945|end=died}},"6, including [[Anna Roosevelt Halsted|Anna]], [[James Roosevelt|James]], [[Elliott Roosevelt (general)|Elliott]], [[Franklin D. Roosevelt Jr.|Franklin Jr.]], and [[John Aspinwall Roosevelt|John]]",0,1884.0,1962.0,78.0,2.0,1,0
64,64,The Baroness Thatcher,{{Birth date and age|1984|10|18}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1984.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
65,65,Indira Gandhi,{{birth date|1917|11|19|df=yes}},"[[Prayagraj|Allahabad]], [[United Provinces of Agra and Oudh|Agra and Oudh]], India",{{death date and age|1984|10|31|1917|11|19|df=yes}},"New Delhi, India",[[Politician]],[[Indira Gandhi#Awards and honours|See below]],[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Feroze Gandhi]]|26 March 1942|8 September 1960|reason=died}},{{ubl|[[Rajiv Gandhi]]|[[Sanjay Gandhi]]}},4,1917.0,1984.0,67.0,2.0,3,2
66,66,Angela Merkel,{{Birth date and age|1984|10|18}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1984.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
67,67,Homer,{{circa|8th century BC}},"possibly [[Ionia]]<ref name=""Britannica"">{{Cite encyclopedia |last=Kirk |first=Geoffrey S. |author-link=Geoffrey Kirk |title=Homer |url=https://www.britannica.com/biography/Homer-Greek-poet |encyclopedia=[[Encyclopædia Britannica]] |year=2025 |orig-year=1998}}</ref>",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,[[Ios]]<ref name= Lefkowitz2013 />,Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1875.9082901554405,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
68,68,Virgil,15 October 70 BC,"Andes, [[Cisalpine Gaul]], [[Roman Republic]]",21 September 19 BC (aged 50),"[[Brindisi|Brundisium]], [[Italy (Roman Empire)|Italy]], [[Roman Empire]]",Poet,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1875.9082901554405,1860.5845620121422,60.200710479573715,2.378330373001776,1,2
69,69,Dante Alighieri,"{{circa|May 1265|}}<ref name=""auto"">His birth date is listed as ""probably in the end of May"" by [[Robert Hollander]] in ""Dante"" in ''[[Dictionary of the Middle Ages]]'', volume &nbsp;4. According to [[Giovanni Boccaccio]], the poet said he was born in May. See ""Alighieri, Dante"" in the ''Dizionario Biografico degli Italiani''.</ref>","[[Florence]], [[Republic of Florence]]",{{death date|1321|09|14}}<br />(aged {{circa|56}}),"[[Ravenna]], [[Papal States]]",{{hlist|Statesman|poet|language theorist|[[political theory|political theorist]]}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",[[Gemma Donati]],"4, including [[Jacopo Alighieri|Jacopo]]",3,1265.0,1321.0,56.0,5.0,1,3
70,70,Geoffrey Chaucer,{{c.|1343}},"[[London]], England","{{death date and age|df=y|1400|10|25|1343||}}<!--His monument states that he was in his 53rd year at death, i. e. 52-->","London, England",{{hlist|Author|poet|philosopher|[[bureaucrat]]|diplomat}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Philippa Roet]]|1366}},"4, including [[Thomas Chaucer|Thomas]]",3,1343.0,1400.0,57.0,5.0,1,3
71,71,Miguel de Cervantes,{{birth date|df=y|1547|9|29}},"[[Alcalá de Henares]], Spain","{{Death date and age|df=y|1616|4|22|1547|9|29}}<ref name= Engines>{{cite web |url=https://www.uh.edu/engines/epi2368.htm |work=Engines of Our Ingenuity |author=Armstrong, Richard |others=Lienhard, John (host, producer) |number=2368 |title=Time Out of Joint |via=UH.edu |access-date=9 December 2019}}</ref>","[[Madrid]], Spain","Soldier, [[Farm (revenue leasing)|tax collector]], accountant, purchasing agent for Navy<br />(writing was an [[avocation]] which did not produce much income)",}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",Catalina de Salazar y Palacios,Isabel {{circa|1584}} (illegitimate){{sfn|McCrory|2006|p=112}},3,1547.0,1616.0,69.0,5.0,1,3
72,72,William Shakespeare,{{circa|{{birth date|df=yes|1564|04|23}}}},"[[Stratford-upon-Avon]], Warwickshire, England",{{death date and age|df=yes|1616|04|23|1564|04}},"Stratford-upon-Avon, Warwickshire, England",{{hlist|Playwright|poet|actor}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Anne Hathaway (wife of Shakespeare)|Anne Hathaway]]|1582}},{{unbulleted list|[[Susanna Hall]]|[[Hamnet Shakespeare]]|[[Judith Quiney]]}},3,1564.0,1616.0,52.0,5.0,1,3
73,73,Johann Sebastian Bach,21 March 1685 [[Old Style and New Style dates|(O.S.)]]<br />{{birth-date|31 March 1685}} [[Old Style and New Style dates|(N.S.)]],[[Eisenach]],"{{death date and age|1750|7|28|1685|3|31|df=y}} <!-- 31 March, new style date -->",[[Leipzig]],Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1685.0,1750.0,65.0,2.0,1,0
74,74,Ludwig van Beethoven,{{Birth date and age|1984|10|18}},"[[Bonn]]<!--ATTENTION EDITORS, do NOT add anything here without finding consensus on the talk page. It is intentionally concise.-->",{{death date and age|1827|3|26|1770|12|17|df=y}},"[[Vienna]]<!--ATTENTION EDITORS, do NOT add anything here without finding consensus on the talk page. It is intentionally concise.-->",{{hlist|Composer|pianist}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1984.0,1827.0,-157.0,1.0,1,2
75,75,Wolfgang Amadeus Mozart,{{birth date|1756|1|27|df=y}},"[[Mozart's birthplace|Getreidegasse 9]], [[Salzburg]]",{{death date and age|1791|12|5|1756|1|27|df=y}},[[Vienna]],Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",[[Constanze Mozart|Constanze Weber]],2,0,1756.0,1791.0,35.0,2.0,1,0
76,76,Franz Schubert,{{birth date|1797|1|31|df=y}},[[Vienna]],{{death date and age|1828|11|19|1797|1|31|df=y}},Vienna,Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1797.0,1828.0,31.0,2.0,1,0
77,77,Pyotr Ilyich Tchaikovsky,{{birth date|1840|05|07|df=y}},"[[Votkinsk]], Russia",{{death date and age|1893|11|06|1840|05|07|df=y}},"Saint Petersburg, Russia",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1840.0,1893.0,53.0,2.0,1,0
78,78,Igor Stravinsky,{{birth date|1882|6|17|df=y}},"[[Lomonosov, Russia|Oranienbaum]], Russia",{{death date and age|1971|4|6|1882|6|17|df=y}},"New York City, US",{{hlist|Composer|conductor|pianist}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,"4, including [[Théodore Strawinsky|Théodore]] and [[Soulima Stravinsky|Soulima]]",3,1882.0,1971.0,89.0,2.0,1,2
79,79,Johannes Brahms,{{birth date|1833|05|07|df=y}},"Paris, France",{{death date and age|1897|04|03|1833|05|07|df=y}},"Paris, France",{{hlist|Composer|conductor|pianist}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1833.0,1897.0,64.0,2.0,1,2
80,80,Richard Wagner,{{birth date|1813|05|22|df=y}},[[Leipzig]],{{death date and age|1883|02|13|1813|05|22|df=y}},[[Venice]],Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1813.0,1883.0,70.0,2.0,1,0
81,81,Felix Mendelssohn,{{birth date|1809|02|03|df=y}},[[Hamburg]],{{death date and age|1847|11|04|1809|02|03|df=y}},[[Leipzig]],{{hlist|Composer|pianist|organist|conductor}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1809.0,1847.0,38.0,2.0,1,2
82,82,Sergei Rachmaninoff,{{OldStyleDate|1 April|1873|20 March}},"Semyonovo, [[Staraya Russa]], Russian Empire",{{death date and age|1943|3|28|1873|4|1|df=y}},"[[Beverly Hills, California]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1873.0,1943.0,70.0,2.0,1,0
83,83,Antonio Vivaldi,{{birth date|1678|03|04|df=y}},[[Venice]],{{death date and age|1741|07|28|1678|03|04|df=y}},[[Vienna]],{{hlist|Composer|violinist|impresario|priest}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1678.0,1741.0,63.0,2.0,1,2
84,84,Johann Strauss II,{{Birth date|1825|10|25|df=y}},"Vienna, Austrian Empire",{{Death date and age|1899|06|03|1825|10|25|df=y}},"Vienna, Austria-Hungary",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1825.0,1899.0,74.0,2.0,1,0
85,85,Giacomo Puccini,{{Birth date|1858|12|22|df=y}},"[[Lucca]], [[Grand Duchy of Tuscany]]",{{death date and age|1924|11|29|1858|12|22|df=y}},"[[Brussels]], Belgium",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|Elvira Gemignani|1904}},2,0,1858.0,1924.0,66.0,2.0,1,0
86,86,Aaron Copland,{{Birth date|1900|11|14}},"New York City, U.S.",{{Death date and age|1990|12|2|1900|11|14}},"[[North Tarrytown, New York]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1900.0,1990.0,90.0,2.0,1,0
87,87,Duke Ellington,{{birth date|1899|4|29}},"[[Washington, D.C.]], U.S.",{{death date and age|1974|5|24|1899|4|29}},"[[New York City]], U.S.",{{hlist|Pianist|composer|songwriter|bandleader|arranger|conductor|actor}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1899.0,1974.0,75.0,2.0,1,2
88,88,Ella Fitzgerald,{{Birth date|1917|4|25}},"[[Newport News, Virginia]], U.S.",{{Death date and age|1996|6|15|1917|4|25}},"[[Beverly Hills, California]], U.S.",{{hlist|Singer|songwriter|composer|bandleader}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{ubl,[[Ray Brown Jr.]],2,1917.0,1996.0,79.0,2.0,1,2
89,89,Louis Armstrong,{{birth date|1901|8|4}},"[[New Orleans]], Louisiana, U.S.",{{death date and age|1971|7|6|1901|8|4}},"New York City, U.S.",{{hlist|Musician|singer}},}},[[King's College London]],"Colored Waifs' Home for Boys, Fisk School for Boys",{{Plainlist|,2,2,1901.0,1971.0,70.0,2.0,3,1
90,90,Billie Holiday,{{Birth date|1915|4|7}},"[[Philadelphia]], [[Pennsylvania]], U.S.",{{Death date and age|1959|7|17|1915|4|7}},"[[New York City]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1915.0,1959.0,44.0,2.0,1,0
91,91,Charlie Parker,{{birth date|1920|8|29}},"[[Kansas City, Kansas]], U.S.",{{death date and age|1955|3|12|1920|8|29}},"[[New York City]], U.S.",{{flatlist|,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1920.0,1955.0,35.0,2.0,1,2
92,92,John Coltrane,{{birth date|mf=yes|1926|9|23}},"[[Hamlet, North Carolina]], U.S.",{{death date and age|1967|7|17|1926|9|23}},"[[Huntington, New York]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1926.0,1967.0,41.0,2.0,1,0
93,93,Dmitri Shostakovich,{{Birth date|1906|09|25|df=y}},"[[Saint Petersburg]], Russia",{{Death date and age|1975|08|09|1906|12|25|df=y}},"[[Moscow]], Soviet Union",{{hlist|Composer|pianist|teacher}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,{{hlist|[[Galina Shostakovich|Galina]]|[[Maxim Shostakovich|Maxim]]}},3,1906.0,1975.0,69.0,2.0,1,2
94,94,Leonard Bernstein,{{birth date|1918|8|25}},"[[Lawrence, Massachusetts]], U.S.",{{death date and age|1990|10|14|1918|8|25}},"New York City, U.S.",{{flatlist|,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1918.0,1990.0,72.0,2.0,1,2
95,95,Miles Davis,{{Birth date|1926|5|26}},"[[Alton, Illinois]], U.S.",{{nowrap|{{Death date and age|1991|9|28|1926|5|26}}}},"[[Santa Monica, California]], U.S.",Composer,}},[[King's College London]],[[Juilliard School]] (no degree),{{plainlist|,2,0,1926.0,1991.0,65.0,2.0,0,0
